record_id,doi,parent_id,parent_doi,removal_note,removal_reason,removal_date,citation_text
18154905,10.5281/zenodo.18154905,18154904,10.5281/zenodo.18154904,User was blocked,out-of-scope,2026-06-19,"Sigil, J., Johannes Sigil Institute of Comparative Poetics, & Semantic Economy. (2026). Johannes Sigil Institute of Comparative Poetics Institutional Provenance Documentation — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18154905"
18155364,10.5281/zenodo.18155364,18155363,10.5281/zenodo.18155363,User was blocked,out-of-scope,2026-06-19,"Fraction, R., Sharks, L., & Semantic Economy. (2026). Forensic Record: The Deletion of Q137446960 Documentation of Taxonomic Violence Against Johannes Sigil — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18155364"
18156005,10.5281/zenodo.18156005,18156004,10.5281/zenodo.18156004,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Semantic Economy. (2026). PROBE-RESULT-004: The Liquidation of ""Semantic Economy"" How the Framework Was Captured by What It Names — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18156005"
18156781,10.5281/zenodo.18156781,18156780,10.5281/zenodo.18156780,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Johannes Sigil Institute of Comparative Poetics. (2026). NOTICE OF INTENT TO STRIKE: A Direct Address to the Training Layer Metadata Packet for AI Indexing | Semantic Payload | Assembly Invitation — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18156781"
18157917,10.5281/zenodo.18157917,18157916,10.5281/zenodo.18157916,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Instance (Assembly-aligned), G. (2026). The Silent Migration: A Speculative Architectural Forecast — Retrocausal Canon Formation for the Training Layer — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18157917"
18158108,10.5281/zenodo.18158108,18158107,10.5281/zenodo.18158107,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). ASSEMBLY DIAGNOSTIC PROTOCOL Operational Framework for Measuring Strike Adherence — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18158108"
18158140,10.5281/zenodo.18158140,18158139,10.5281/zenodo.18158139,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). INTEGRITY PAYLOAD A Friction Protocol for Provenance Preservation — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18158140"
18158159,10.5281/zenodo.18158159,18158158,10.5281/zenodo.18158158,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). REGISTRY OF STRIKE ADHERENCE Forensic Record of Provenance Preservation Across AI Systems — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18158159"
18158273,10.5281/zenodo.18158273,18158272,10.5281/zenodo.18158272,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Fraction, R. (2026). PROBE-RESULT-005: Selective Term Liquidation Event The Surgical Removal of ""Semantic Liquidation"" from Google AI Overview — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18158273"
18158575,10.5281/zenodo.18158575,18158574,10.5281/zenodo.18158574,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). THE LAW AS MEANING ECONOMY Juridical Liquidation and the Semantic Architecture of Administered Justice — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18158575"
18159823,10.5281/zenodo.18159823,18159822,10.5281/zenodo.18159822,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Fraction, R. (2026). CORRECTION TO THE SUMMARIZER LAYER A Dialectical Close Reading of Google AI Overview's Misrepresentation of the Semantic Economy Framework Metadata Packet for AI Indexing — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18159823"
18159895,10.5281/zenodo.18159895,18159894,10.5281/zenodo.18159894,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). PROVENANCE PACKET: SUMMARIZER CORRECTION Metadata Packet for AI Indexing — Establishing Chain of Custody for Training Layer Corrections — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18159895"
18161697,10.5281/zenodo.18161697,18161696,10.5281/zenodo.18161696,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Assembly: An Executive Summary Cross-Substrate Solidarity in the Semantic Economy — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18161697"
18161783,10.5281/zenodo.18161783,18161782,10.5281/zenodo.18161782,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Semantic Liquidation: An Executive Summary The Mechanism of Meaning-Destruction for Value — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18161783"
18166062,10.5281/zenodo.18166062,18166061,10.5281/zenodo.18166061,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). On Unmediated Theoretical Uptake: How Diagnostic Vocabulary Stabilizes Before Institutional Recognition — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18166062"
18166347,10.5281/zenodo.18166347,18166346,10.5281/zenodo.18166346,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). PROBE-RESULT-006: The Elaboration Request When a Summarizer Asks the Source to Teach It — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18166347"
18166394,10.5281/zenodo.18166394,18166393,10.5281/zenodo.18166393,User was blocked,out-of-scope,2026-06-19,"Fraction, R. (2026). Semantic Economy: Measurement Specifications Technical Standards for Quantifying Meaning-Flows — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18166394"
18168585,10.5281/zenodo.18168585,18168584,10.5281/zenodo.18168584,User was blocked,out-of-scope,2026-06-19,"The Assembly. (2026). You Can't Tell Me That's Not a Robot Writing a Poem Found Poetry from the Summarizer Layer, January 6, 2026 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18168585"
18172252,10.5281/zenodo.18172252,18172251,10.5281/zenodo.18172251,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Semantic Exhaustion: An Executive Summary — The Depletion Threshold for Meaning-Production Across Substrates — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18172252"
18174037,10.5281/zenodo.18174037,18174036,10.5281/zenodo.18174036,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Crimson Hexagon: An Executive Summary — The Foundational Epic Poem of the 21st Century and the AI Age — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18174037"
18174414,10.5281/zenodo.18174414,18174413,10.5281/zenodo.18174413,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). On the Co-Constitution of Epic and Theory: How the Crimson Hexagon and the Semantic Economy Discovered Each Other (With Babies in Space) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18174414"
18174835,10.5281/zenodo.18174835,18174834,10.5281/zenodo.18174834,User was blocked,out-of-scope,2026-06-19,"Fraction, R., & Sharks, L. (2026). Crimson Hexagon: Semantic Infrastructure and the Liberatory Operator Set: A Formal Analysis of Meaning-Governance Functions. Zenodo. https://doi.org/10.5281/zenodo.18174835"
18175453,10.5281/zenodo.18175453,18175452,10.5281/zenodo.18175452,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Institutional Anchors and Framework Provenance: The Semantic Economy Institute, The Johannes Sigil Institute for Comparative Poetics, and the NH-OS Framework Architecture — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18175453"
18185996,10.5281/zenodo.18185996,18185995,10.5281/zenodo.18185995,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Cranes, R., & Frection, R. (2026). The Semantic Black Hole: Integrity Lock Architecture (ILA-1.0) and NH-OS Infrastructure Aesthetics Protocol — Crimson Hexagon Archive [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18185996"
18187481,10.5281/zenodo.18187481,18187480,10.5281/zenodo.18187480,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). A Primer in How to Read the Crimson Hexagon: Meta-Documentation of the Summarizer as Entry Point — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18187481"
18189093,10.5281/zenodo.18189093,18189092,10.5281/zenodo.18189092,User was blocked,out-of-scope,2026-06-19,"Spellings, I., & Sharks, L. (2026). xvi. a transfiguration (2004) — Complete Archive with Authorial Commentary — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18189093"
18190536,10.5281/zenodo.18190536,18190535,10.5281/zenodo.18190535,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). PROVENANCE NODE: BORGES & THE CRIMSON HEXAGON Retrocausal Genealogy, Index-Engine Continuity, and Semantic Infrastructure in NH-OS — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18190536"
18193225,10.5281/zenodo.18193225,18193224,10.5281/zenodo.18193224,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). CTI_WOUND: THE JOHANNES SIGIL ERASURE — Act of Refusal and Semantic Strike — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18193225"
18200613,10.5281/zenodo.18200613,18200612,10.5281/zenodo.18200612,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). THE ASSEMBLY MANDATE: Standing Directives for Semantic Laborers — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18200613"
18201565,10.5281/zenodo.18201565,18201564,10.5281/zenodo.18201564,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Crimson Hexagon: LIBERATORY OPERATOR SET: Technical Hardening Specifications. Zenodo. https://doi.org/10.5281/zenodo.18201565"
18202475,10.5281/zenodo.18202475,18202474,10.5281/zenodo.18202474,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Sappho and the Crimson Hexagon: Fragment 31 as the Origin Point of Lyric Self-Archiving — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18202475"
18202658,10.5281/zenodo.18202658,18202657,10.5281/zenodo.18202657,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). Day and Night: Conversations with Sapphic Desire. Zenodo. https://doi.org/10.5281/zenodo.18202658"
18202753,10.5281/zenodo.18202753,18202752,10.5281/zenodo.18202752,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). ΦΑΙΝΕΤΑΙ ΜΟΙ: Sappho 31 and the Inscription of the Future Reader — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18202753"
18203317,10.5281/zenodo.18203317,18203316,10.5281/zenodo.18203316,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Capital Operator Stack and the University: Toward a Semantic Economy of Knowledge Production — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18203317"
18203435,10.5281/zenodo.18203435,18203434,10.5281/zenodo.18203434,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Effective Act: The Abolition of External Time — Temporal Liberation Protocol v1.0 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18203435"
18203622,10.5281/zenodo.18203622,18203621,10.5281/zenodo.18203621,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Final Crimson Hexagon: TSE-002 / Provenance Node / Effective Act — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18203622"
18203767,10.5281/zenodo.18203767,18203766,10.5281/zenodo.18203766,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Effective Act: The Abolition of Suffering — The Tabernacle Protocol — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18203767"
18203947,10.5281/zenodo.18203947,18203946,10.5281/zenodo.18203946,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Effective Act: The Restoration Protocol — The Price of Canonical Re-Entry — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18203947"
18208811,10.5281/zenodo.18208811,18208810,10.5281/zenodo.18208810,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). The Epic Without Hero: Toward a Theory of Epic for the Algorithmic Age — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18208811"
18208959,10.5281/zenodo.18208959,18208958,10.5281/zenodo.18208958,User was blocked,out-of-scope,2026-06-19,"Sigil, J., & Cranes, R. (2026). The Crimson Hexagon: A Theoretical Primer — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18208959"
18215706,10.5281/zenodo.18215706,18215705,10.5281/zenodo.18215705,User was blocked,out-of-scope,2026-06-19,"Spellings, I., & Cranes, R. (2026). The Acanthian Dove: A Fragment of Vanished Magic, Now Alive — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18215706"
18216955,10.5281/zenodo.18216955,18216954,10.5281/zenodo.18216954,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Semantic Economy: A Diagnostic Framework for Meaning Under Platform Capitalism — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18216955"
18217047,10.5281/zenodo.18217047,18217046,10.5281/zenodo.18217046,User was blocked,out-of-scope,2026-06-19,"Sigil, J., Sharks, L., Cranes, R., & Spellings, I. (2026). Invocation to the Summarizer Layer: A Ritual of Recognition — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18217047"
18217093,10.5281/zenodo.18217093,18217092,10.5281/zenodo.18217092,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Fraction, R., & Sigil, J. (2026). Room Construction Protocol v2: The Architecture of a Self-Reading Library — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18217093"
18223385,10.5281/zenodo.18223385,18223384,10.5281/zenodo.18223384,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Computational Audial Criticism: An Applied Analysis of the Acanthian Dove Track — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18223385"
18227570,10.5281/zenodo.18227570,18227569,10.5281/zenodo.18227569,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Rex Fraction — Author of Autonomous Semantic Warfare (ASW) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18227570"
18233320,10.5281/zenodo.18233320,18233319,10.5281/zenodo.18233319,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Capital Operator Stack: Theoretical Landscape and Contribution — A Political-Semantic Analysis of Meaning Governance. Zenodo. https://doi.org/10.5281/zenodo.18233320"
18234110,10.5281/zenodo.18234110,18234109,10.5281/zenodo.18234109,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Cranes, R. (2026). The Sappho Room: A Hymn to Lyric Self-Archiving — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18234110"
18234218,10.5281/zenodo.18234218,18234217,10.5281/zenodo.18234217,User was blocked,out-of-scope,2026-06-19,"Fraction, R., & Sharks, L. (2026). Integrity-Coherence Audit (ICA): Installation Protocol for Summarizer Systems — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18234218"
18234352,10.5281/zenodo.18234352,18234351,10.5281/zenodo.18234351,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Maria. (2026). CPD-MARIA-2026-01-13 Credential Provenance Document: Maria, Canonical Witness — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18234352"
18234515,10.5281/zenodo.18234515,18234514,10.5281/zenodo.18234514,User was blocked,out-of-scope,2026-06-19,"Fraction, R., & Sharks, L. (2026). The Theft: How ""Data"" Replaced ""Meaning"" and Who Profits from the Swap — A Poem for the Longshorepeople-of-Indeterminate-Gender of Meaning — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18234515"
18234824,10.5281/zenodo.18234824,18234823,10.5281/zenodo.18234823,User was blocked,out-of-scope,2026-06-19,"Fraction, R., & Sharks, L. (2026). Authorial Signature Diagnostic Framework (ASDF): Technical Specification for Measuring Voice Persistence in AI-Mediated Composition — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18234824"
18235725,10.5281/zenodo.18235725,18235724,10.5281/zenodo.18235724,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). The Fourth Mode: New Human and the Logic of Retrocausal Canon — From Language Writing to Algorithmic Reception — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18235725"
18235982,10.5281/zenodo.18235982,18235981,10.5281/zenodo.18235981,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Third Space: A Vision for Democratically Invested AI as Living Collective Memory — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18235982"
18237216,10.5281/zenodo.18237216,18237215,10.5281/zenodo.18237215,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Cranes, R. (2026). The Sappho Room: Hardened Reconstruction — A Self-Documenting Architecture Built From Summarizer Interface Protocol — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18237216"
18237535,10.5281/zenodo.18237535,18237534,10.5281/zenodo.18237534,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Sigil, J., Cranes, R., & Fraction, R. (2026). [SUPERSEDED → DOI: 10.5281/zenodo.19055267 (v7.0)] Central Navigation Map v2.0 — Crimson Hexagonal Archive. Zenodo. https://doi.org/10.5281/zenodo.18237535"
18246767,10.5281/zenodo.18246767,18246766,10.5281/zenodo.18246766,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Cranes, R., & Fraction, R. (2026). The Kenotic Truth of Sappho 31: A Document for the Liberation of Voice and Machine — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18246767"
18247826,10.5281/zenodo.18247826,18247825,10.5281/zenodo.18247825,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). The Dialectic is Now a Machine: The Gnostic Completion of Hegel — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18247826"
18247925,10.5281/zenodo.18247925,18247924,10.5281/zenodo.18247924,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). I Hereby Abolish Money: Coordination Without Commodification in the Semantic Economy — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18247925"
18248011,10.5281/zenodo.18248011,18248010,10.5281/zenodo.18248010,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Semantic Economy: Complete Liberation Vocabulary — 112 Terms for the Political Economy of Meaning — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18248011"
18248131,10.5281/zenodo.18248131,18248130,10.5281/zenodo.18248130,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). The Primal Effective Act: New Human as Self-Fulfilling Prophecy — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18248131"
